Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Quarter,Month Name,Weekday,Profit Margin
West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,80.0,775,620000,93000,15%,Outlet,2021,1,1,January,Sunday,15.0
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,65.0,975,633750,221813,35%,Outlet,2021,1,1,January,Monday,35.00007889546351
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,70.0,925,647500,129500,20%,Outlet,2021,1,1,January,Tuesday,20.0
West Gear,1128299,2021-01-20,West,California,San Francisco,Women's Street Footwear,65.0,800,520000,182000,35%,Outlet,2021,1,1,January,Wednesday,35.0
West Gear,1128299,2021-01-21,West,California,San Francisco,Women's Athletic Footwear,65.0,750,487500,146250,30%,Outlet,2021,1,1,January,Thursday,30.0
West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,75.0,750,562500,281250,50%,Outlet,2021,1,1,January,Friday,50.0
West Gear,1128299,2021-01-23,West,California,San Francisco,Women's Apparel,80.0,725,580000,87000,15%,Outlet,2021,1,1,January,Saturday,15.0
West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,55.0,925,508750,152625,30%,Outlet,2021,1,1,January,Sunday,30.0
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,60.0,925,555000,83250,15%,Outlet,2021,1,1,January,Monday,15.0
West Gear,1128299,2021-01-26,West,California,San Francisco,Women's Street Footwear,55.0,775,426250,127875,30%,Outlet,2021,1,1,January,Tuesday,30.0
West Gear,1128299,2021-01-27,West,California,San Francisco,Women's Athletic Footwear,55.0,725,398750,99688,25%,Outlet,2021,1,1,January,Wednesday,25.000125391849533
West Gear,1128299,2021-01-28,West,California,San Francisco,Men's Apparel,65.0,725,471250,212063,45%,Outlet,2021,1,1,January,Thursday,45.000106100795755
West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,70.0,775,542500,54250,10%,Outlet,2021,1,1,January,Friday,10.0
West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,55.0,875,481250,144375,30%,Outlet,2021,1,1,January,Saturday,30.0
West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,60.0,875,525000,78750,15%,Outlet,2021,1,1,January,Sunday,15.0
West Gear,1128299,2021-02-01,West,California,San Francisco,Women's Street Footwear,55.0,700,385000,115500,30%,Outlet,2021,2,1,February,Monday,30.0
West Gear,1128299,2021-02-02,West,California,San Francisco,Women's Athletic Footwear,55.0,675,371250,92813,25%,Outlet,2021,2,1,February,Tuesday,25.00013468013468
West Gear,1128299,2021-02-03,West,California,San Francisco,Men's Apparel,65.0,650,422500,190125,45%,Outlet,2021,2,1,February,Wednesday,45.0
West Gear,1128299,2021-02-04,West,California,San Francisco,Women's Apparel,70.0,700,490000,49000,10%,Outlet,2021,2,1,February,Thursday,10.0
West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,55.0,875,481250,144375,30%,Outlet,2021,2,1,February,Friday,30.0
West Gear,1128299,2021-02-06,West,California,San Francisco,Men's Athletic Footwear,60.0,875,525000,78750,15%,Outlet,2021,2,1,February,Saturday,15.0
West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,55.0,725,398750,119625,30%,Outlet,2021,2,1,February,Sunday,30.0
West Gear,1128299,2021-02-08,West,California,San Francisco,Women's Athletic Footwear,55.0,700,385000,96250,25%,Outlet,2021,2,1,February,Monday,25.0
West Gear,1128299,2021-02-09,West,California,San Francisco,Men's Apparel,65.0,650,422500,190125,45%,Outlet,2021,2,1,February,Tuesday,45.0
West Gear,1128299,2021-02-10,West,California,San Francisco,Women's Apparel,70.0,775,542500,54250,10%,Outlet,2021,2,1,February,Wednesday,10.0
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,55.0,975,536250,160875,30%,Outlet,2021,2,1,February,Thursday,30.0
West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,60.0,975,585000,87750,15%,Outlet,2021,2,1,February,Friday,15.0
West Gear,1128299,2021-02-13,West,California,San Francisco,Women's Street Footwear,55.0,775,426250,127875,30%,Outlet,2021,2,1,February,Saturday,30.0
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,55.0,775,426250,106563,25%,Outlet,2021,2,1,February,Sunday,25.00011730205279
West Gear,1128299,2021-02-15,West,California,San Francisco,Men's Apparel,65.0,700,455000,204750,45%,Outlet,2021,2,1,February,Monday,45.0
West Gear,1128299,2021-02-16,West,California,San Francisco,Women's Apparel,70.0,800,560000,56000,10%,Outlet,2021,2,1,February,Tuesday,10.0
Kohl's,1189833,2021-02-17,West,California,San Francisco,Men's Street Footwear,35.0,700,245000,98000,40%,Outlet,2021,2,1,February,Wednesday,40.0
Kohl's,1189833,2021-02-18,West,California,San Francisco,Men's Athletic Footwear,45.0,700,315000,78750,25%,Outlet,2021,2,1,February,Thursday,25.0
Kohl's,1189833,2021-03-09,West,California,San Francisco,Women's Street Footwear,45.0,700,315000,126000,40%,Outlet,2021,3,1,March,Tuesday,40.0
Kohl's,1189833,2021-03-10,West,California,San Francisco,Women's Athletic Footwear,45.0,550,247500,86625,35%,Outlet,2021,3,1,March,Wednesday,35.0
Kohl's,1189833,2021-03-11,West,California,Los Angeles,Men's Apparel,50.0,500,250000,137500,55%,Outlet,2021,3,1,March,Thursday,55.00000000000001
Kohl's,1189833,2021-03-12,West,California,Los Angeles,Women's Apparel,45.0,700,315000,63000,20%,Outlet,2021,3,1,March,Friday,20.0
Kohl's,1189833,2021-03-13,West,California,Los Angeles,Men's Street Footwear,35.0,750,262500,105000,40%,Outlet,2021,3,1,March,Saturday,40.0
Kohl's,1189833,2021-03-14,West,California,Los Angeles,Men's Athletic Footwear,45.0,650,292500,73125,25%,Outlet,2021,3,1,March,Sunday,25.0
Kohl's,1189833,2021-03-15,West,California,Los Angeles,Women's Street Footwear,45.0,675,303750,121500,40%,Outlet,2021,3,1,March,Monday,40.0
Kohl's,1189833,2021-03-16,West,California,Los Angeles,Women's Athletic Footwear,45.0,525,236250,82688,35%,Outlet,2021,3,1,March,Tuesday,35.000211640211646
Kohl's,1189833,2021-03-17,West,California,Los Angeles,Men's Apparel,50.0,450,225000,123750,55%,Outlet,2021,3,1,March,Wednesday,55.00000000000001
Kohl's,1189833,2021-03-18,West,California,Los Angeles,Women's Apparel,45.0,650,292500,58500,20%,Outlet,2021,3,1,March,Thursday,20.0
Kohl's,1189833,2021-03-19,West,California,Los Angeles,Men's Street Footwear,35.0,800,280000,112000,40%,Outlet,2021,3,1,March,Friday,40.0
Kohl's,1189833,2021-03-20,West,California,Los Angeles,Men's Athletic Footwear,45.0,650,292500,73125,25%,Outlet,2021,3,1,March,Saturday,25.0
Kohl's,1189833,2021-03-21,West,California,Los Angeles,Women's Street Footwear,45.0,650,292500,117000,40%,Outlet,2021,3,1,March,Sunday,40.0
Kohl's,1189833,2021-03-22,West,California,Los Angeles,Women's Athletic Footwear,45.0,550,247500,86625,35%,Outlet,2021,3,1,March,Monday,35.0
Kohl's,1189833,2021-03-23,West,California,Los Angeles,Men's Apparel,50.0,425,212500,116875,55%,Outlet,2021,3,1,March,Tuesday,55.00000000000001
Kohl's,1189833,2021-04-06,West,California,Los Angeles,Women's Apparel,45.0,625,281250,56250,20%,Outlet,2021,4,2,April,Tuesday,20.0
Kohl's,1189833,2021-04-07,West,California,Los Angeles,Men's Street Footwear,45.0,800,360000,144000,40%,Outlet,2021,4,2,April,Wednesday,40.0
Kohl's,1189833,2021-04-08,West,California,Los Angeles,Men's Athletic Footwear,50.0,600,300000,75000,25%,Outlet,2021,4,2,April,Thursday,25.0
Kohl's,1189833,2021-04-09,West,California,Los Angeles,Women's Street Footwear,50.0,625,312500,125000,40%,Outlet,2021,4,2,April,Friday,40.0
Kohl's,1189833,2021-04-10,West,California,Los Angeles,Women's Athletic Footwear,45.0,525,236250,82688,35%,Outlet,2021,4,2,April,Saturday,35.000211640211646
Kohl's,1189833,2021-04-11,West,California,Los Angeles,Men's Apparel,50.0,425,212500,116875,55%,Outlet,2021,4,2,April,Sunday,55.00000000000001
Kohl's,1189833,2021-04-12,West,California,Los Angeles,Women's Apparel,65.0,600,390000,78000,20%,Outlet,2021,4,2,April,Monday,20.0
Kohl's,1189833,2021-04-13,West,California,Los Angeles,Men's Street Footwear,45.0,800,360000,144000,40%,Outlet,2021,4,2,April,Tuesday,40.0
Kohl's,1189833,2021-04-14,West,California,Los Angeles,Men's Athletic Footwear,50.0,650,325000,81250,25%,Outlet,2021,4,2,April,Wednesday,25.0
Kohl's,1189833,2021-04-15,West,California,Los Angeles,Women's Street Footwear,50.0,650,325000,130000,40%,Outlet,2021,4,2,April,Thursday,40.0
Kohl's,1189833,2021-04-16,West,California,Los Angeles,Women's Athletic Footwear,45.0,550,247500,86625,35%,Outlet,2021,4,2,April,Friday,35.0
Kohl's,1189833,2021-04-17,West,California,Los Angeles,Men's Apparel,50.0,450,225000,123750,55%,Outlet,2021,4,2,April,Saturday,55.00000000000001
Kohl's,1189833,2021-04-18,West,California,Los Angeles,Women's Apparel,65.0,625,406250,81250,20%,Outlet,2021,4,2,April,Sunday,20.0
Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,45.0,900,405000,162000,40%,Outlet,2021,4,2,April,Monday,40.0
Kohl's,1189833,2021-04-20,West,California,Los Angeles,Men's Athletic Footwear,50.0,750,375000,93750,25%,Outlet,2021,4,2,April,Tuesday,25.0
Kohl's,1189833,2021-04-21,West,California,Los Angeles,Women's Street Footwear,50.0,750,375000,150000,40%,Outlet,2021,4,2,April,Wednesday,40.0
Kohl's,1189833,2021-04-22,West,California,Los Angeles,Women's Athletic Footwear,45.0,625,281250,98438,35%,Outlet,2021,4,2,April,Thursday,35.00017777777778
Kohl's,1189833,2021-04-23,West,California,Los Angeles,Men's Apparel,50.0,500,250000,137500,55%,Outlet,2021,4,2,April,Friday,55.00000000000001
Kohl's,1189833,2021-04-24,West,California,Los Angeles,Women's Apparel,65.0,800,520000,104000,20%,Outlet,2021,4,2,April,Saturday,20.0
Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,45.0,950,427500,171000,40%,Outlet,2021,4,2,April,Sunday,40.0
Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,50.0,800,400000,100000,25%,Outlet,2021,4,2,April,Monday,25.0
Kohl's,1189833,2021-04-27,West,California,Los Angeles,Women's Street Footwear,50.0,750,375000,150000,40%,Outlet,2021,4,2,April,Tuesday,40.0
Kohl's,1189833,2021-04-28,West,California,Los Angeles,Women's Athletic Footwear,45.0,650,292500,102375,35%,Outlet,2021,4,2,April,Wednesday,35.0
Kohl's,1189833,2021-04-29,West,California,Los Angeles,Men's Apparel,50.0,700,350000,192500,55%,Outlet,2021,4,2,April,Thursday,55.00000000000001
Kohl's,1189833,2021-04-30,West,California,Los Angeles,Women's Apparel,65.0,700,455000,91000,20%,Outlet,2021,4,2,April,Friday,20.0
Kohl's,1189833,2021-05-01,West,California,Los Angeles,Men's Street Footwear,50.0,900,450000,180000,40%,Outlet,2021,5,2,May,Saturday,40.0
Kohl's,1189833,2021-05-02,West,California,Los Angeles,Men's Athletic Footwear,55.0,850,467500,116875,25%,Outlet,2021,5,2,May,Sunday,25.0
Kohl's,1189833,2021-05-03,West,California,Los Angeles,Women's Street Footwear,50.0,725,362500,145000,40%,Outlet,2021,5,2,May,Monday,40.0
Kohl's,1189833,2021-05-04,West,California,Los Angeles,Women's Athletic Footwear,50.0,675,337500,118125,35%,Outlet,2021,5,2,May,Tuesday,35.0
Kohl's,1189833,2021-05-05,West,California,Los Angeles,Men's Apparel,60.0,675,405000,222750,55%,Outlet,2021,5,2,May,Wednesday,55.00000000000001
Kohl's,1189833,2021-05-06,West,California,Los Angeles,Women's Apparel,65.0,650,422500,84500,20%,Outlet,2021,5,2,May,Thursday,20.0
Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,50.0,850,425000,170000,40%,Outlet,2021,5,2,May,Friday,40.0
Kohl's,1189833,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,55.0,850,467500,116875,25%,Outlet,2021,5,2,May,Saturday,25.0
Kohl's,1189833,2021-05-09,West,California,Los Angeles,Women's Street Footwear,50.0,700,350000,140000,40%,Outlet,2021,5,2,May,Sunday,40.0
Kohl's,1189833,2021-05-10,West,California,Los Angeles,Women's Athletic Footwear,50.0,650,325000,113750,35%,Outlet,2021,5,2,May,Monday,35.0
Kohl's,1189833,2021-05-11,West,California,Los Angeles,Men's Apparel,60.0,650,390000,214500,55%,Outlet,2021,5,2,May,Tuesday,55.00000000000001
Kohl's,1189833,2021-05-12,West,California,Los Angeles,Women's Apparel,65.0,700,455000,91000,20%,Outlet,2021,5,2,May,Wednesday,20.0
Kohl's,1189833,2021-05-13,West,California,Los Angeles,Men's Street Footwear,50.0,800,400000,160000,40%,Outlet,2021,5,2,May,Thursday,40.0
Kohl's,1189833,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,55.0,800,440000,110000,25%,Outlet,2021,5,2,May,Friday,25.0
Kohl's,1189833,2021-05-15,West,California,Los Angeles,Women's Street Footwear,50.0,650,325000,130000,40%,Outlet,2021,5,2,May,Saturday,40.0
Kohl's,1189833,2021-05-16,West,California,Los Angeles,Women's Athletic Footwear,50.0,625,312500,109375,35%,Outlet,2021,5,2,May,Sunday,35.0
Kohl's,1189833,2021-05-17,West,California,Los Angeles,Men's Apparel,60.0,600,360000,198000,55%,Outlet,2021,5,2,May,Monday,55.00000000000001
Kohl's,1189833,2021-05-18,West,California,Los Angeles,Women's Apparel,65.0,650,422500,84500,20%,Outlet,2021,5,2,May,Tuesday,20.0
Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,50.0,825,412500,165000,40%,Outlet,2021,5,2,May,Wednesday,40.0
Kohl's,1189833,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,55.0,825,453750,113438,25%,Outlet,2021,5,2,May,Thursday,25.000110192837464
Kohl's,1189833,2021-05-21,West,California,Los Angeles,Women's Street Footwear,50.0,675,337500,135000,40%,Outlet,2021,5,2,May,Friday,40.0
Kohl's,1189833,2021-05-22,West,California,Los Angeles,Women's Athletic Footwear,50.0,650,325000,113750,35%,Outlet,2021,5,2,May,Saturday,35.0
Kohl's,1189833,2021-05-23,West,California,Los Angeles,Men's Apparel,60.0,600,360000,198000,55%,Outlet,2021,5,2,May,Sunday,55.00000000000001
Kohl's,1189833,2021-05-24,West,California,Los Angeles,Women's Apparel,65.0,700,455000,91000,20%,Outlet,2021,5,2,May,Monday,20.0
Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,50.0,900,450000,180000,40%,Outlet,2021,5,2,May,Tuesday,40.0
Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,55.0,900,495000,123750,25%,Outlet,2021,5,2,May,Wednesday,25.0
Kohl's,1189833,2021-05-27,West,California,Los Angeles,Women's Street Footwear,50.0,700,350000,140000,40%,Outlet,2021,5,2,May,Thursday,40.0
Kohl's,1189833,2021-05-28,West,California,Los Angeles,Women's Athletic Footwear,50.0,700,350000,122500,35%,Outlet,2021,5,2,May,Friday,35.0
Kohl's,1189833,2021-05-29,West,California,Los Angeles,Men's Apparel,60.0,625,375000,206250,55%,Outlet,2021,5,2,May,Saturday,55.00000000000001
Kohl's,1189833,2021-05-30,West,California,Los Angeles,Women's Apparel,65.0,725,471250,94250,20%,Outlet,2021,5,2,May,Sunday,20.0
Foot Locker,1185732,2021-05-31,West,California,Los Angeles,Men's Street Footwear,45.0,475,213750,85500,40%,Outlet,2021,5,2,May,Monday,40.0
Foot Locker,1185732,2021-06-01,West,California,Los Angeles,Men's Athletic Footwear,45.0,275,123750,43313,35%,Outlet,2021,6,2,June,Tuesday,35.00040404040404
Foot Locker,1185732,2021-06-02,West,California,Los Angeles,Women's Street Footwear,35.0,275,96250,33688,35%,Outlet,2021,6,2,June,Wednesday,35.00051948051948
Foot Locker,1185732,2021-06-03,West,California,Los Angeles,Women's Athletic Footwear,40.0,125,50000,20000,40%,Outlet,2021,6,2,June,Thursday,40.0
Foot Locker,1185732,2021-06-04,Midwest,Illinois,Chicago,Men's Apparel,55.0,175,96250,33688,35%,Outlet,2021,6,2,June,Friday,35.00051948051948
Foot Locker,1185732,2021-06-05,Midwest,Illinois,Chicago,Women's Apparel,45.0,275,123750,61875,50%,Outlet,2021,6,2,June,Saturday,50.0
Foot Locker,1185732,2021-06-06,Midwest,Illinois,Chicago,Men's Street Footwear,45.0,525,236250,94500,40%,Outlet,2021,6,2,June,Sunday,40.0
Foot Locker,1185732,2021-06-07,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,175,78750,27563,35%,Outlet,2021,6,2,June,Monday,35.00063492063492
Foot Locker,1185732,2021-06-08,Midwest,Illinois,Chicago,Women's Street Footwear,35.0,225,78750,27563,35%,Outlet,2021,6,2,June,Tuesday,35.00063492063492
Foot Locker,1185732,2021-06-09,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,100,40000,16000,40%,Outlet,2021,6,2,June,Wednesday,40.0
Foot Locker,1185732,2021-06-10,Midwest,Illinois,Chicago,Men's Apparel,55.0,175,96250,33688,35%,Outlet,2021,6,2,June,Thursday,35.00051948051948
Foot Locker,1185732,2021-06-11,Midwest,Illinois,Chicago,Women's Apparel,45.0,275,123750,61875,50%,Outlet,2021,6,2,June,Friday,50.0
Foot Locker,1185732,2021-06-12,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,495,247500,99000,40%,Outlet,2021,6,2,June,Saturday,40.0
Foot Locker,1185732,2021-06-13,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,200,100000,35000,35%,Outlet,2021,6,2,June,Sunday,35.0
Foot Locker,1185732,2021-06-14,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,225,90000,31500,35%,Outlet,2021,6,2,June,Monday,35.0
Foot Locker,1185732,2021-06-15,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.0,75,33750,13500,40%,Outlet,2021,6,2,June,Tuesday,40.0
Foot Locker,1185732,2021-06-16,Midwest,Illinois,Chicago,Men's Apparel,60.0,125,75000,26250,35%,Outlet,2021,6,2,June,Wednesday,35.0
Foot Locker,1185732,2021-06-17,Midwest,Illinois,Chicago,Women's Apparel,50.0,225,112500,56250,50%,Outlet,2021,6,2,June,Thursday,50.0
Foot Locker,1185732,2021-06-18,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,450,225000,90000,40%,Outlet,2021,6,2,June,Friday,40.0
Foot Locker,1185732,2021-06-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.0,150,75000,26250,35%,Outlet,2021,6,2,June,Saturday,35.0
Foot Locker,1185732,2021-06-20,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,150,60000,21000,35%,Outlet,2021,6,2,June,Sunday,35.0
Foot Locker,1185732,2021-06-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.0,75,33750,13500,40%,Outlet,2021,6,2,June,Monday,40.0
Foot Locker,1185732,2021-06-22,Midwest,Illinois,Chicago,Men's Apparel,60.0,100,60000,21000,35%,Outlet,2021,6,2,June,Tuesday,35.0
Foot Locker,1185732,2021-06-23,Midwest,Illinois,Chicago,Women's Apparel,50.0,225,112500,56250,50%,Outlet,2021,6,2,June,Wednesday,50.0
Foot Locker,1185732,2021-06-24,Midwest,Illinois,Chicago,Men's Street Footwear,60.0,495,297000,118800,40%,Outlet,2021,6,2,June,Thursday,40.0
Foot Locker,1185732,2021-06-25,Midwest,Illinois,Chicago,Men's Athletic Footwear,55.0,200,110000,38500,35%,Outlet,2021,6,2,June,Friday,35.0
Foot Locker,1185732,2021-06-26,Midwest,Illinois,Chicago,Women's Street Footwear,50.0,175,87500,30625,35%,Outlet,2021,6,2,June,Saturday,35.0
Foot Locker,1185732,2021-06-27,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.0,100,50000,20000,40%,Outlet,2021,6,2,June,Sunday,40.0
Foot Locker,1185732,2021-06-28,Midwest,Illinois,Chicago,Men's Apparel,60.0,125,75000,26250,35%,Outlet,2021,6,2,June,Monday,35.0
Foot Locker,1185732,2021-06-29,Midwest,Illinois,Chicago,Women's Apparel,65.0,250,162500,81250,50%,Outlet,2021,6,2,June,Tuesday,50.0
Foot Locker,1185732,2021-06-30,Midwest,Illinois,Chicago,Men's Street Footwear,50.0,500,250000,100000,40%,Outlet,2021,6,2,June,Wednesday,40.0
Foot Locker,1185732,2021-07-01,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.0,250,112500,39375,35%,Outlet,2021,7,3,July,Thursday,35.0
Foot Locker,1185732,2021-07-02,Midwest,Illinois,Chicago,Women's Street Footwear,40.0,200,80000,28000,35%,Outlet,2021,7,3,July,Friday,35.0
Foot Locker,1185732,2021-07-03,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.0,175,70000,28000,40%,Outlet,2021,7,3,July,Saturday,40.0
Foot Locker,1185732,2021-07-04,Midwest,Illinois,Chicago,Men's Apparel,50.0,175,87500,30625,35%,Outlet,2021,7,3,July,Sunday,35.0
